店舗ID,店舗名,部門ID,部門名,日付,売上金額,客数,個数
S002,大阪支店,D001,食品,2025-01-21,180086,60,369
S002,大阪支店,D002,飲料,2025-01-21,158460,119,262
S002,大阪支店,D003,菓子,2025-01-21,242756,102,339
S002,大阪支店,D004,日用品,2025-01-21,168725,91,310
S002,大阪支店,D005,衣類,2025-01-21,130827,83,276
S002,大阪支店,D006,化粧品,2025-01-21,153654,113,355
S002,大阪支店,D007,文具,2025-01-21,162356,130,336
S002,大阪支店,D008,家電,2025-01-21,127162,81,300
S002,大阪支店,D009,玩具,2025-01-21,88703,93,176
S002,大阪支店,D010,雑貨,2025-01-21,179336,88,303
S003,名古屋支店,D001,食品,2025-01-21,182605,104,415
S003,名古屋支店,D002,飲料,2025-01-21,196520,130,314
S003,名古屋支店,D003,菓子,2025-01-21,211537,72,370
S003,名古屋支店,D004,日用品,2025-01-21,159717,78,334
S003,名古屋支店,D005,衣類,2025-01-21,142525,105,335
S003,名古屋支店,D006,化粧品,2025-01-21,190178,69,280
S003,名古屋支店,D007,文具,2025-01-21,165544,97,361
S003,名古屋支店,D008,家電,2025-01-21,129436,91,292
S003,名古屋支店,D009,玩具,2025-01-21,122303,68,269
S003,名古屋支店,D010,雑貨,2025-01-21,149133,123,279
S004,福岡支店,D001,食品,2025-01-21,153825,105,346
S004,福岡支店,D002,飲料,2025-01-21,180090,88,320
S004,福岡支店,D003,菓子,2025-01-21,117802,71,339
S004,福岡支店,D004,日用品,2025-01-21,211369,100,307
S004,福岡支店,D005,衣類,2025-01-21,131581,102,235
S004,福岡支店,D006,化粧品,2025-01-21,200003,116,321
S004,福岡支店,D007,文具,2025-01-21,172167,100,391
S004,福岡支店,D008,家電,2025-01-21,140867,60,344
S004,福岡支店,D009,玩具,2025-01-21,133217,70,261
S004,福岡支店,D010,雑貨,2025-01-21,107714,97,286
S005,札幌支店,D001,食品,2025-01-21,108537,137,345
S005,札幌支店,D002,飲料,2025-01-21,162990,113,330
S005,札幌支店,D003,菓子,2025-01-21,145967,88,272
S005,札幌支店,D004,日用品,2025-01-21,232694,86,349
S005,札幌支店,D005,衣類,2025-01-21,182843,88,295
S005,札幌支店,D006,化粧品,2025-01-21,133543,122,340
S005,札幌支店,D007,文具,2025-01-21,159896,130,351
S005,札幌支店,D008,家電,2025-01-21,137547,117,259
S005,札幌支店,D009,玩具,2025-01-21,114040,101,255
S005,札幌支店,D010,雑貨,2025-01-21,171420,91,312
S001,東京本店,D001,食品,2025-01-22,166919,115,330
S001,東京本店,D002,飲料,2025-01-22,183466,154,354
S001,東京本店,D003,菓子,2025-01-22,69232,140,403
S001,東京本店,D004,日用品,2025-01-22,50130,148,271
S001,東京本店,D005,衣類,2025-01-22,102063,105,251
S001,東京本店,D006,化粧品,2025-01-22,123199,99,223
S001,東京本店,D007,文具,2025-01-22,142179,85,332
S001,東京本店,D008,家電,2025-01-22,138082,78,241
S001,東京本店,D009,玩具,2025-01-22,153046,110,322
S001,東京本店,D010,雑貨,2025-01-22,87683,83,181
S002,大阪支店,D001,食品,2025-01-22,148971,70,307
S002,大阪支店,D002,飲料,2025-01-22,140600,99,276
S002,大阪支店,D003,菓子,2025-01-22,184155,90,279
S002,大阪支店,D004,日用品,2025-01-22,170209,76,317
S002,大阪支店,D005,衣類,2025-01-22,201449,80,306
S002,大阪支店,D006,化粧品,2025-01-22,153013,119,253
S002,大阪支店,D007,文具,2025-01-22,145666,70,268
S002,大阪支店,D008,家電,2025-01-22,168101,100,375
S002,大阪支店,D009,玩具,2025-01-22,170627,104,344
S002,大阪支店,D010,雑貨,2025-01-22,154032,90,321
S003,名古屋支店,D001,食品,2025-01-22,151166,108,303
S003,名古屋支店,D002,飲料,2025-01-22,149155,128,256
S003,名古屋支店,D003,菓子,2025-01-22,210345,80,322
S003,名古屋支店,D004,日用品,2025-01-22,171526,81,312
S003,名古屋支店,D005,衣類,2025-01-22,115599,66,299
S003,名古屋支店,D006,化粧品,2025-01-22,173305,77,353
S003,名古屋支店,D007,文具,2025-01-22,215190,114,320
S003,名古屋支店,D008,家電,2025-01-22,144746,82,256
S003,名古屋支店,D009,玩具,2025-01-22,159462,62,289
S003,名古屋支店,D010,雑貨,2025-01-22,72201,98,199
S004,福岡支店,D001,食品,2025-01-22,123745,81,258
S004,福岡支店,D002,飲料,2025-01-22,144485,112,322
S004,福岡支店,D003,菓子,2025-01-22,127858,69,328
S004,福岡支店,D004,日用品,2025-01-22,123991,82,351
S004,福岡支店,D005,衣類,2025-01-22,187102,141,302
S004,福岡支店,D006,化粧品,2025-01-22,161636,87,361
S004,福岡支店,D007,文具,2025-01-22,167902,86,305
S004,福岡支店,D008,家電,2025-01-22,152492,112,343
S004,福岡支店,D009,玩具,2025-01-22,240117,95,355
S004,福岡支店,D010,雑貨,2025-01-22,189895,61,359
S005,札幌支店,D001,食品,2025-01-22,127026,107,265
S005,札幌支店,D002,飲料,2025-01-22,130461,117,335
S005,札幌支店,D003,菓子,2025-01-22,114076,90,306
S005,札幌支店,D004,日用品,2025-01-22,116679,91,223
S005,札幌支店,D005,衣類,2025-01-22,231660,72,344
S005,札幌支店,D006,化粧品,2025-01-22,172989,96,273
S005,札幌支店,D007,文具,2025-01-22,175676,105,254
S005,札幌支店,D008,家電,2025-01-22,154081,99,261
S005,札幌支店,D009,玩具,2025-01-22,123408,92,277
S005,札幌支店,D010,雑貨,2025-01-22,163785,65,300
S001,東京本店,D001,食品,2025-01-23,135707,103,286
S001,東京本店,D002,飲料,2025-01-23,187392,110,321
S001,東京本店,D003,菓子,2025-01-23,137906,93,256
S001,東京本店,D004,日用品,2025-01-23,186296,121,278
S001,東京本店,D005,衣類,2025-01-23,239525,71,387
S001,東京本店,D006,化粧品,2025-01-23,89246,87,194
S001,東京本店,D007,文具,2025-01-23,181590,88,353
S001,東京本店,D008,家電,2025-01-23,185401,99,310
S001,東京本店,D009,玩具,2025-01-23,72595,123,183
S001,東京本店,D010,雑貨,2025-01-23,81912,91,219
S002,大阪支店,D001,食品,2025-01-23,162645,103,322
S002,大阪支店,D002,飲料,2025-01-23,170377,145,307
S002,大阪支店,D003,菓子,2025-01-23,94939,102,225
S002,大阪支店,D004,日用品,2025-01-23,163177,122,233
S002,大阪支店,D005,衣類,2025-01-23,119336,88,338
S002,大阪支店,D006,化粧品,2025-01-23,156697,95,261
S002,大阪支店,D007,文具,2025-01-23,181325,96,375
S002,大阪支店,D008,家電,2025-01-23,204052,89,430
S002,大阪支店,D009,玩具,2025-01-23,197153,83,320
S002,大阪支店,D010,雑貨,2025-01-23,113869,88,207
S003,名古屋支店,D001,食品,2025-01-23,131077,49,275
S003,名古屋支店,D002,飲料,2025-01-23,187417,103,329
S003,名古屋支店,D003,菓子,2025-01-23,128407,92,301
S003,名古屋支店,D004,日用品,2025-01-23,183175,97,333
S003,名古屋支店,D005,衣類,2025-01-23,124234,84,309
S003,名古屋支店,D006,化粧品,2025-01-23,122713,92,206
S003,名古屋支店,D007,文具,2025-01-23,118868,115,236
S003,名古屋支店,D008,家電,2025-01-23,205125,109,387
S003,名古屋支店,D009,玩具,2025-01-23,136918,68,294
S003,名古屋支店,D010,雑貨,2025-01-23,186611,123,307
S004,福岡支店,D001,食品,2025-01-23,152463,130,373
S004,福岡支店,D002,飲料,2025-01-23,184474,108,346
S004,福岡支店,D003,菓子,2025-01-23,194495,116,309
S004,福岡支店,D004,日用品,2025-01-23,117691,135,253
S004,福岡支店,D005,衣類,2025-01-23,141316,100,233
S004,福岡支店,D006,化粧品,2025-01-23,179482,128,305
S004,福岡支店,D007,文具,2025-01-23,104694,76,305
S004,福岡支店,D008,家電,2025-01-23,191994,109,337
S004,福岡支店,D009,玩具,2025-01-23,114157,91,220
S004,福岡支店,D010,雑貨,2025-01-23,134307,93,307
S005,札幌支店,D001,食品,2025-01-23,160044,129,327
S005,札幌支店,D002,飲料,2025-01-23,136045,113,272
S005,札幌支店,D003,菓子,2025-01-23,258738,60,377
S005,札幌支店,D004,日用品,2025-01-23,162573,105,271
S005,札幌支店,D005,衣類,2025-01-23,161834,113,323
S005,札幌支店,D006,化粧品,2025-01-23,95219,87,164
S005,札幌支店,D007,文具,2025-01-23,163453,88,317
S005,札幌支店,D008,家電,2025-01-23,235728,99,325
S005,札幌支店,D009,玩具,2025-01-23,181694,123,266
S005,札幌支店,D010,雑貨,2025-01-23,125784,117,388
S001,東京本店,D001,食品,2025-01-24,168946,93,359
S001,東京本店,D002,飲料,2025-01-24,170496,123,304
S001,東京本店,D003,菓子,2025-01-24,207265,113,406
S001,東京本店,D004,日用品,2025-01-24,188857,133,287
S001,東京本店,D005,衣類,2025-01-24,115319,127,264
S001,東京本店,D006,化粧品,2025-01-24,193301,118,344
S001,東京本店,D007,文具,2025-01-24,122318,83,284
S001,東京本店,D008,家電,2025-01-24,205303,113,374
S001,東京本店,D009,玩具,2025-01-24,155294,100,243
S001,東京本店,D010,雑貨,2025-01-24,149284,120,370
S002,大阪支店,D001,食品,2025-01-24,94021,97,270
S002,大阪支店,D002,飲料,2025-01-24,195313,77,312
S002,大阪支店,D003,菓子,2025-01-24,182324,73,322
S002,大阪支店,D004,日用品,2025-01-24,110879,65,195
S002,大阪支店,D005,衣類,2025-01-24,183869,121,292
S002,大阪支店,D006,化粧品,2025-01-24,165996,86,330
S002,大阪支店,D007,文具,2025-01-24,204835,54,344
S002,大阪支店,D008,家電,2025-01-24,136855,119,261
S002,大阪支店,D009,玩具,2025-01-24,139978,109,242
S002,大阪支店,D010,雑貨,2025-01-24,137649,93,331
S003,名古屋支店,D001,食品,2025-01-24,172705,58,283
S003,名古屋支店,D002,飲料,2025-01-24,143089,68,305
S003,名古屋支店,D003,菓子,2025-01-24,225821,100,384
S003,名古屋支店,D004,日用品,2025-01-24,219487,103,363
S003,名古屋支店,D005,衣類,2025-01-24,123855,82,222
S003,名古屋支店,D006,化粧品,2025-01-24,118756,93,283
S003,名古屋支店,D007,文具,2025-01-24,111205,152,379
S003,名古屋支店,D008,家電,2025-01-24,114063,101,259
S003,名古屋支店,D009,玩具,2025-01-24,210578,104,360
S003,名古屋支店,D010,雑貨,2025-01-24,217391,98,315
S004,福岡支店,D001,食品,2025-01-24,198123,91,317
S004,福岡支店,D002,飲料,2025-01-24,155099,59,307
S004,福岡支店,D003,菓子,2025-01-24,211941,107,365
S004,福岡支店,D004,日用品,2025-01-24,222759,88,419
S004,福岡支店,D005,衣類,2025-01-24,127581,78,263
S004,福岡支店,D006,化粧品,2025-01-24,116500,67,274
S004,福岡支店,D007,文具,2025-01-24,125309,133,335
S004,福岡支店,D008,家電,2025-01-24,114225,93,231
S004,福岡支店,D009,玩具,2025-01-24,120133,95,266
S004,福岡支店,D010,雑貨,2025-01-24,142627,106,281
S005,札幌支店,D001,食品,2025-01-24,245903,124,405
S005,札幌支店,D002,飲料,2025-01-24,157104,105,301
S005,札幌支店,D003,菓子,2025-01-24,181040,79,318
S005,札幌支店,D004,日用品,2025-01-24,115228,120,344
S005,札幌支店,D005,衣類,2025-01-24,143870,78,370
S005,札幌支店,D006,化粧品,2025-01-24,77285,113,257
S005,札幌支店,D007,文具,2025-01-24,118543,135,261
S005,札幌支店,D008,家電,2025-01-24,160168,88,286
S005,札幌支店,D009,玩具,2025-01-24,152864,164,298
S005,札幌支店,D010,雑貨,2025-01-24,178491,90,290
S001,東京本店,D001,食品,2025-01-25,328518,118,463
S001,東京本店,D002,飲料,2025-01-25,446358,143,395
S001,東京本店,D003,菓子,2025-01-25,272363,214,431
S001,東京本店,D004,日用品,2025-01-25,387125,175,431
S001,東京本店,D005,衣類,2025-01-25,398040,176,482
S001,東京本店,D006,化粧品,2025-01-25,216161,185,351
S001,東京本店,D007,文具,2025-01-25,312686,130,473
S001,東京本店,D008,家電,2025-01-25,241584,147,377
S001,東京本店,D009,玩具,2025-01-25,267556,131,377
S001,東京本店,D010,雑貨,2025-01-25,270592,172,446
S002,大阪支店,D001,食品,2025-01-25,352513,136,407
S002,大阪支店,D002,飲料,2025-01-25,296482,108,375
S002,大阪支店,D003,菓子,2025-01-25,273330,145,403
S002,大阪支店,D004,日用品,2025-01-25,380573,141,367
S002,大阪支店,D005,衣類,2025-01-25,364977,117,413
S002,大阪支店,D006,化粧品,2025-01-25,323054,114,523
S002,大阪支店,D007,文具,2025-01-25,256519,221,440
S002,大阪支店,D008,家電,2025-01-25,289720,165,418
S002,大阪支店,D009,玩具,2025-01-25,316578,113,486
S002,大阪支店,D010,雑貨,2025-01-25,390281,129,472
S003,名古屋支店,D001,食品,2025-01-25,176520,143,391
S003,名古屋支店,D002,飲料,2025-01-25,453327,181,518
S003,名古屋支店,D003,菓子,2025-01-25,350945,92,403
S003,名古屋支店,D004,日用品,2025-01-25,348372,152,455
S003,名古屋支店,D005,衣類,2025-01-25,440338,138,524
S003,名古屋支店,D006,化粧品,2025-01-25,249676,83,569
S003,名古屋支店,D007,文具,2025-01-25,445942,127,610
S003,名古屋支店,D008,家電,2025-01-25,349658,149,448
S003,名古屋支店,D009,玩具,2025-01-25,464226,170,515
S003,名古屋支店,D010,雑貨,2025-01-25,275638,125,292
S004,福岡支店,D001,食品,2025-01-25,521348,212,535
S004,福岡支店,D002,飲料,2025-01-25,380233,194,452
S004,福岡支店,D003,菓子,2025-01-25,289021,109,409
S004,福岡支店,D004,日用品,2025-01-25,293458,162,525
S004,福岡支店,D005,衣類,2025-01-25,408492,190,442
S004,福岡支店,D006,化粧品,2025-01-25,301371,146,504
S004,福岡支店,D007,文具,2025-01-25,242128,161,291
S004,福岡支店,D008,家電,2025-01-25,321658,184,392
S004,福岡支店,D009,玩具,2025-01-25,295268,167,446
S004,福岡支店,D010,雑貨,2025-01-25,515392,141,609
S005,札幌支店,D001,食品,2025-01-25,184596,162,275
S005,札幌支店,D002,飲料,2025-01-25,388683,185,537
S005,札幌支店,D003,菓子,2025-01-25,231148,144,443
S005,札幌支店,D004,日用品,2025-01-25,282421,112,437
S005,札幌支店,D005,衣類,2025-01-25,390832,131,425
S005,札幌支店,D006,化粧品,2025-01-25,479403,153,450
S005,札幌支店,D007,文具,2025-01-25,197116,111,379
S005,札幌支店,D008,家電,2025-01-25,280069,204,454
S005,札幌支店,D009,玩具,2025-01-25,324630,135,533
S005,札幌支店,D010,雑貨,2025-01-25,415887,222,561
S001,東京本店,D001,食品,2025-01-26,365760,158,530
S001,東京本店,D002,飲料,2025-01-26,356433,131,497
S001,東京本店,D003,菓子,2025-01-26,415957,134,607
S001,東京本店,D004,日用品,2025-01-26,335929,188,445
S001,東京本店,D005,衣類,2025-01-26,337068,167,554
S001,東京本店,D006,化粧品,2025-01-26,241250,152,554
S001,東京本店,D007,文具,2025-01-26,306640,160,491
S001,東京本店,D008,家電,2025-01-26,232778,129,313
S001,東京本店,D009,玩具,2025-01-26,338069,129,487
S001,東京本店,D010,雑貨,2025-01-26,435054,148,520
S002,大阪支店,D001,食品,2025-01-26,348091,118,365
S002,大阪支店,D002,飲料,2025-01-26,390690,141,556
S002,大阪支店,D003,菓子,2025-01-26,317812,159,342
S002,大阪支店,D004,日用品,2025-01-26,281132,183,440
S002,大阪支店,D005,衣類,2025-01-26,156944,151,367
S002,大阪支店,D006,化粧品,2025-01-26,499695,134,506
S002,大阪支店,D007,文具,2025-01-26,363823,200,411
S002,大阪支店,D008,家電,2025-01-26,259492,106,451
S002,大阪支店,D009,玩具,2025-01-26,362776,177,388
S002,大阪支店,D010,雑貨,2025-01-26,210560,157,420
S003,名古屋支店,D001,食品,2025-01-26,383140,122,486
S003,名古屋支店,D002,飲料,2025-01-26,296849,194,419
S003,名古屋支店,D003,菓子,2025-01-26,341579,164,468
S003,名古屋支店,D004,日用品,2025-01-26,180855,156,256
S003,名古屋支店,D005,衣類,2025-01-26,204274,161,355
S003,名古屋支店,D006,化粧品,2025-01-26,322145,166,401
S003,名古屋支店,D007,文具,2025-01-26,365558,122,452
S003,名古屋支店,D008,家電,2025-01-26,637009,159,601
S003,名古屋支店,D009,玩具,2025-01-26,299242,95,516
S003,名古屋支店,D010,雑貨,2025-01-26,216100,156,387
S004,福岡支店,D001,食品,2025-01-26,413865,123,474
S004,福岡支店,D002,飲料,2025-01-26,318612,169,450
S004,福岡支店,D003,菓子,2025-01-26,496898,126,502
S004,福岡支店,D004,日用品,2025-01-26,371822,161,510
S004,福岡支店,D005,衣類,2025-01-26,417773,143,492
S004,福岡支店,D006,化粧品,2025-01-26,208918,174,240
S004,福岡支店,D007,文具,2025-01-26,353459,172,518
S004,福岡支店,D008,家電,2025-01-26,369430,159,476
S004,福岡支店,D009,玩具,2025-01-26,365669,112,511
S004,福岡支店,D010,雑貨,2025-01-26,472707,123,598
S005,札幌支店,D001,食品,2025-01-26,509311,171,517
S005,札幌支店,D002,飲料,2025-01-26,430211,129,508
S005,札幌支店,D003,菓子,2025-01-26,495641,156,538
S005,札幌支店,D004,日用品,2025-01-26,283063,105,452
S005,札幌支店,D005,衣類,2025-01-26,244191,133,452
S005,札幌支店,D006,化粧品,2025-01-26,574755,153,535
S005,札幌支店,D007,文具,2025-01-26,303905,135,434
S005,札幌支店,D008,家電,2025-01-26,343806,78,526
S005,札幌支店,D009,玩具,2025-01-26,517153,154,545
S005,札幌支店,D010,雑貨,2025-01-26,329336,153,550
S001,東京本店,D001,食品,2025-01-27,147627,87,282
S001,東京本店,D002,飲料,2025-01-27,79498,119,316
S001,東京本店,D003,菓子,2025-01-27,91148,109,215
S001,東京本店,D004,日用品,2025-01-27,113377,127,197
S001,東京本店,D005,衣類,2025-01-27,138996,79,236
S001,東京本店,D006,化粧品,2025-01-27,164013,80,249
S001,東京本店,D007,文具,2025-01-27,127155,105,246
S001,東京本店,D008,家電,2025-01-27,85163,97,217
S001,東京本店,D009,玩具,2025-01-27,234257,101,345
S001,東京本店,D010,雑貨,2025-01-27,144715,114,254
S002,大阪支店,D001,食品,2025-01-27,167539,113,244
S002,大阪支店,D002,飲料,2025-01-27,118698,117,212
S002,大阪支店,D003,菓子,2025-01-27,143906,160,302
S002,大阪支店,D004,日用品,2025-01-27,146026,116,229
S002,大阪支店,D005,衣類,2025-01-27,130578,120,309
S002,大阪支店,D006,化粧品,2025-01-27,112637,107,204
S002,大阪支店,D007,文具,2025-01-27,177762,91,255
S002,大阪支店,D008,家電,2025-01-27,105283,134,238
S002,大阪支店,D009,玩具,2025-01-27,158902,128,316
S002,大阪支店,D010,雑貨,2025-01-27,182707,78,266
S003,名古屋支店,D001,食品,2025-01-27,133995,95,335
S003,名古屋支店,D002,飲料,2025-01-27,191805,91,298
S003,名古屋支店,D003,菓子,2025-01-27,149720,119,335
S003,名古屋支店,D004,日用品,2025-01-27,93787,130,322
S003,名古屋支店,D005,衣類,2025-01-27,119288,103,288
S003,名古屋支店,D006,化粧品,2025-01-27,146753,89,296
S003,名古屋支店,D007,文具,2025-01-27,98264,130,252
S003,名古屋支店,D008,家電,2025-01-27,258100,105,365
S003,名古屋支店,D009,玩具,2025-01-27,147125,91,299
S003,名古屋支店,D010,雑貨,2025-01-27,93775,92,230
S004,福岡支店,D001,食品,2025-01-27,200290,104,297
S004,福岡支店,D002,飲料,2025-01-27,285971,136,390
S004,福岡支店,D003,菓子,2025-01-27,117621,101,253
S004,福岡支店,D004,日用品,2025-01-27,223089,76,332
S004,福岡支店,D005,衣類,2025-01-27,176078,77,303
S004,福岡支店,D006,化粧品,2025-01-27,166700,85,313
S004,福岡支店,D007,文具,2025-01-27,131622,78,333
S004,福岡支店,D008,家電,2025-01-27,198404,89,346
S004,福岡支店,D009,玩具,2025-01-27,148253,127,297
S004,福岡支店,D010,雑貨,2025-01-27,114728,98,295
S005,札幌支店,D001,食品,2025-01-27,173166,90,312
S005,札幌支店,D002,飲料,2025-01-27,112864,86,268
S005,札幌支店,D003,菓子,2025-01-27,116107,111,363
S005,札幌支店,D004,日用品,2025-01-27,220330,118,370
S005,札幌支店,D005,衣類,2025-01-27,177845,106,289
S005,札幌支店,D006,化粧品,2025-01-27,63750,94,113
S005,札幌支店,D007,文具,2025-01-27,196860,111,315
S005,札幌支店,D008,家電,2025-01-27,167895,89,374
S005,札幌支店,D009,玩具,2025-01-27,124928,107,321
S005,札幌支店,D010,雑貨,2025-01-27,142423,82,245
S001,東京本店,D001,食品,2025-01-28,112446,135,218
S001,東京本店,D002,飲料,2025-01-28,126252,85,247
S001,東京本店,D003,菓子,2025-01-28,77179,60,207
S001,東京本店,D004,日用品,2025-01-28,130733,113,264
S001,東京本店,D005,衣類,2025-01-28,107669,66,233
S001,東京本店,D006,化粧品,2025-01-28,157976,78,267
S001,東京本店,D007,文具,2025-01-28,87049,114,226
S001,東京本店,D008,家電,2025-01-28,73615,98,225
S001,東京本店,D009,玩具,2025-01-28,73864,124,259
S001,東京本店,D010,雑貨,2025-01-28,133474,88,266
S002,大阪支店,D001,食品,2025-01-28,126445,92,287
S002,大阪支店,D002,飲料,2025-01-28,147439,87,351
S002,大阪支店,D003,菓子,2025-01-28,153052,140,327
S002,大阪支店,D004,日用品,2025-01-28,131860,101,329
S002,大阪支店,D005,衣類,2025-01-28,126710,111,324
S002,大阪支店,D006,化粧品,2025-01-28,158680,113,298
S002,大阪支店,D007,文具,2025-01-28,165448,117,294
S002,大阪支店,D008,家電,2025-01-28,215559,70,325
S002,大阪支店,D009,玩具,2025-01-28,86212,108,228
S002,大阪支店,D010,雑貨,2025-01-28,162422,90,330
S003,名古屋支店,D001,食品,2025-01-28,103827,60,300
S003,名古屋支店,D002,飲料,2025-01-28,162671,103,282
S003,名古屋支店,D003,菓子,2025-01-28,212182,152,321
S003,名古屋支店,D004,日用品,2025-01-28,134490,94,261
S003,名古屋支店,D005,衣類,2025-01-28,181990,105,370
S003,名古屋支店,D006,化粧品,2025-01-28,119352,114,233
S003,名古屋支店,D007,文具,2025-01-28,185292,80,362
S003,名古屋支店,D008,家電,2025-01-28,217472,88,354
S003,名古屋支店,D009,玩具,2025-01-28,189391,80,370
S003,名古屋支店,D010,雑貨,2025-01-28,99949,90,194
S004,福岡支店,D001,食品,2025-01-28,166388,91,280
S004,福岡支店,D002,飲料,2025-01-28,161316,133,300
S004,福岡支店,D003,菓子,2025-01-28,127039,115,253
S004,福岡支店,D004,日用品,2025-01-28,139746,124,275
S004,福岡支店,D005,衣類,2025-01-28,121669,57,262
S004,福岡支店,D006,化粧品,2025-01-28,183429,118,307
S004,福岡支店,D007,文具,2025-01-28,229562,78,336
S004,福岡支店,D008,家電,2025-01-28,166436,99,357
S004,福岡支店,D009,玩具,2025-01-28,138151,88,334
S004,福岡支店,D010,雑貨,2025-01-28,108310,89,180
S005,札幌支店,D001,食品,2025-01-28,176980,91,285
S005,札幌支店,D002,飲料,2025-01-28,144028,66,245
S005,札幌支店,D003,菓子,2025-01-28,120404,94,213
S005,札幌支店,D004,日用品,2025-01-28,152905,78,337
S005,札幌支店,D005,衣類,2025-01-28,83196,71,274
S005,札幌支店,D006,化粧品,2025-01-28,105333,62,254
S005,札幌支店,D007,文具,2025-01-28,136285,114,281
S005,札幌支店,D008,家電,2025-01-28,86250,95,251
S005,札幌支店,D009,玩具,2025-01-28,195886,110,276
S005,札幌支店,D010,雑貨,2025-01-28,159887,76,273
S001,東京本店,D001,食品,2025-01-29,105922,83,160
S001,東京本店,D002,飲料,2025-01-29,155617,118,295
S001,東京本店,D003,菓子,2025-01-29,161417,125,343
S001,東京本店,D004,日用品,2025-01-29,147267,121,312
S001,東京本店,D005,衣類,2025-01-29,191025,69,367
S001,東京本店,D006,化粧品,2025-01-29,231022,108,367
S001,東京本店,D007,文具,2025-01-29,106707,97,300
S001,東京本店,D008,家電,2025-01-29,122717,118,283
S001,東京本店,D009,玩具,2025-01-29,130749,84,218
S001,東京本店,D010,雑貨,2025-01-29,133153,80,301
S002,大阪支店,D001,食品,2025-01-29,199421,136,365
S002,大阪支店,D002,飲料,2025-01-29,201332,72,344
S002,大阪支店,D003,菓子,2025-01-29,136170,85,312
S002,大阪支店,D004,日用品,2025-01-29,207742,102,334
S002,大阪支店,D005,衣類,2025-01-29,231817,91,403
S002,大阪支店,D006,化粧品,2025-01-29,152288,85,323
S002,大阪支店,D007,文具,2025-01-29,207990,139,336
S002,大阪支店,D008,家電,2025-01-29,149005,101,230
S002,大阪支店,D009,玩具,2025-01-29,146132,68,301
S002,大阪支店,D010,雑貨,2025-01-29,127399,127,310
S003,名古屋支店,D001,食品,2025-01-29,178845,88,403
S003,名古屋支店,D002,飲料,2025-01-29,125360,87,254
S003,名古屋支店,D003,菓子,2025-01-29,176256,145,351
S003,名古屋支店,D004,日用品,2025-01-29,164364,88,310
S003,名古屋支店,D005,衣類,2025-01-29,138306,143,258
S003,名古屋支店,D006,化粧品,2025-01-29,218940,127,293
S003,名古屋支店,D007,文具,2025-01-29,192459,126,337
S003,名古屋支店,D008,家電,2025-01-29,139758,99,252
S003,名古屋支店,D009,玩具,2025-01-29,78815,81,215
S003,名古屋支店,D010,雑貨,2025-01-29,144319,88,311
S004,福岡支店,D001,食品,2025-01-29,202309,95,344
S004,福岡支店,D002,飲料,2025-01-29,163326,124,393
S004,福岡支店,D003,菓子,2025-01-29,141277,85,256
S004,福岡支店,D004,日用品,2025-01-29,165815,86,261
S004,福岡支店,D005,衣類,2025-01-29,149696,97,239
S004,福岡支店,D006,化粧品,2025-01-29,178265,61,311
S004,福岡支店,D007,文具,2025-01-29,140225,128,300
S004,福岡支店,D008,家電,2025-01-29,163306,109,303
S004,福岡支店,D009,玩具,2025-01-29,109928,90,247
S004,福岡支店,D010,雑貨,2025-01-29,177547,95,310
S005,札幌支店,D001,食品,2025-01-29,151246,114,280
S005,札幌支店,D002,飲料,2025-01-29,132453,128,286
S005,札幌支店,D003,菓子,2025-01-29,67727,105,158
S005,札幌支店,D004,日用品,2025-01-29,193704,96,372
S005,札幌支店,D005,衣類,2025-01-29,80751,118,337
S005,札幌支店,D006,化粧品,2025-01-29,176874,86,269
S005,札幌支店,D007,文具,2025-01-29,185882,100,316
S005,札幌支店,D008,家電,2025-01-29,137878,101,333
S005,札幌支店,D009,玩具,2025-01-29,88282,87,271
S005,札幌支店,D010,雑貨,2025-01-29,124204,77,326
S001,東京本店,D001,食品,2025-01-30,144017,114,240
S001,東京本店,D002,飲料,2025-01-30,128181,87,249
S001,東京本店,D003,菓子,2025-01-30,149343,96,315
S001,東京本店,D004,日用品,2025-01-30,151629,84,273
S001,東京本店,D005,衣類,2025-01-30,128597,125,280
S001,東京本店,D006,化粧品,2025-01-30,205798,138,335
S001,東京本店,D007,文具,2025-01-30,123262,87,302
S001,東京本店,D008,家電,2025-01-30,179067,118,316
S001,東京本店,D009,玩具,2025-01-30,123451,102,242
S001,東京本店,D010,雑貨,2025-01-30,152435,80,315
S002,大阪支店,D001,食品,2025-01-30,147520,100,307
S002,大阪支店,D002,飲料,2025-01-30,158934,109,225
S002,大阪支店,D003,菓子,2025-01-30,162440,125,253
S002,大阪支店,D004,日用品,2025-01-30,152454,147,254
S002,大阪支店,D005,衣類,2025-01-30,138055,78,309
S002,大阪支店,D006,化粧品,2025-01-30,185401,110,321
S002,大阪支店,D007,文具,2025-01-30,183222,77,411
S002,大阪支店,D008,家電,2025-01-30,157160,95,386
S002,大阪支店,D009,玩具,2025-01-30,133340,108,224
S002,大阪支店,D010,雑貨,2025-01-30,104367,83,239
S003,名古屋支店,D001,食品,2025-01-30,178862,99,353
S003,名古屋支店,D002,飲料,2025-01-30,141933,82,254
S003,名古屋支店,D003,菓子,2025-01-30,111144,93,258
S003,名古屋支店,D004,日用品,2025-01-30,147686,104,349
S003,名古屋支店,D005,衣類,2025-01-30,203302,96,306
S003,名古屋支店,D006,化粧品,2025-01-30,153582,119,276
